timestamp,vL1_Alarm,vL1_Current,vL1_Energy,vL1_Frequency,vL1_Power,vL1_PowerFactor,vL1_Voltage,Wh_diff,(Wh/W)_min,raw_cum_min,cum_(Wh/W)_min
17/08/2024 06:24,0,42,944,49900,5,570,222500,0,0,0,0
17/08/2024 06:26,0,41,944,49900,5,570,222500,0,0,0,0
17/08/2024 06:27,0,41,944,49900,5,560,222500,0,0,0,0
17/08/2024 06:29,0,41,944,49900,5,560,222400,0,0,0,0
17/08/2024 06:30,0,41,944,49900,5,550,222400,0,0,0,0
17/08/2024 06:32,0,41,944,49900,5,550,222400,0,0,0,0
17/08/2024 06:33,0,41,945,49900,5,550,222400,1,12,12,0
17/08/2024 06:35,0,41,945,49900,5,560,222400,0,0,12,0
17/08/2024 06:36,0,40,945,49900,5,560,223500,0,0,12,0
17/08/2024 06:38,0,0,945,49900,0,0,222400,0,0,12,0
17/08/2024 06:39,0,0,945,49900,0,0,223400,0,0,12,0
17/08/2024 06:41,0,0,945,49900,0,0,222400,0,0,12,0
17/08/2024 06:42,0,0,945,49900,0,0,223500,0,0,12,0
17/08/2024 06:44,0,0,945,49900,0,0,222500,0,0,12,0
17/08/2024 06:45,0,0,945,50000,0,0,223400,0,0,12,0
17/08/2024 06:47,0,0,945,50000,0,0,222500,0,0,12,0
17/08/2024 06:48,0,0,945,49900,0,0,223400,0,0,12,0
17/08/2024 06:50,0,0,945,49900,0,0,222500,0,0,12,0
17/08/2024 09:53,0,41,945,49900,5,570,223300,0,0,12,0
17/08/2024 09:54,0,41,945,49900,5,560,222400,0,0,12,0
17/08/2024 09:56,0,41,945,49900,5,560,222400,0,0,12,0
17/08/2024 09:57,0,41,945,49900,5,560,222400,0,0,12,0
17/08/2024 09:59,0,41,945,50000,5,550,222400,0,0,12,0
17/08/2024 10:00,0,40,945,50000,5,560,223500,0,0,12,0
17/08/2024 10:02,0,40,946,50000,5,560,223500,1,12,24,0
17/08/2024 10:03,0,41,946,49900,5,550,222400,0,0,24,0
17/08/2024 14:42,0,41,946,49900,5,570,222200,0,0,24,0
17/08/2024 14:44,0,41,946,49900,5,560,222200,0,0,24,0
17/08/2024 14:45,0,41,946,50000,5,560,222400,0,0,24,0
17/08/2024 14:47,0,41,946,50000,5,560,222400,0,0,24,0
17/08/2024 14:48,0,40,946,50000,5,570,223500,0,0,24,0
17/08/2024 14:50,0,41,946,50000,5,550,222300,0,0,24,0
17/08/2024 14:51,0,41,946,49900,5,550,222400,0,0,24,0
17/08/2024 14:53,0,41,947,49900,5,550,222300,1,12,36,0
17/08/2024 14:54,0,41,947,49900,5,550,222400,0,0,36,0
17/08/2024 14:56,0,41,947,50000,5,550,222400,0,0,36,0
17/08/2024 14:57,0,41,947,49900,5,550,222400,0,0,36,0
17/08/2024 14:59,0,40,947,50000,5,560,223500,0,0,36,0
17/08/2024 15:00,0,40,947,49900,5,560,223500,0,0,36,0
17/08/2024 15:02,0,40,947,49900,5,560,223500,0,0,36,0
17/08/2024 15:03,0,40,948,49900,5,560,223400,1,12,48,0
17/08/2024 15:05,0,40,948,49900,5,560,223400,0,0,48,0
17/08/2024 15:06,0,40,948,49900,5,560,223400,0,0,48,0
17/08/2024 15:08,0,40,948,49900,5,560,223400,0,0,48,0
17/08/2024 15:09,0,40,948,49900,5,560,223400,0,0,48,0
17/08/2024 15:11,0,40,948,49900,5,560,223400,0,0,48,0
17/08/2024 15:12,0,40,948,49900,5,560,223400,0,0,48,0
17/08/2024 15:17,0,41,948,49900,5,560,222500,0,0,48,0
17/08/2024 15:18,0,41,948,50000,5,560,222500,0,0,48,0
17/08/2024 15:20,0,41,949,49900,5,560,222500,1,12,60,0
17/08/2024 15:21,0,41,949,49900,5,560,222500,0,0,60,0
17/08/2024 15:23,0,41,949,50000,5,550,222500,0,0,60,0
17/08/2024 15:24,0,40,949,50000,5,560,223500,0,0,60,0
17/08/2024 15:26,0,40,949,50000,5,560,223500,0,0,60,0
17/08/2024 15:41,0,42,949,49900,5,570,222500,0,0,60,0
17/08/2024 15:42,0,41,949,49900,5,570,222400,0,0,60,0
17/08/2024 15:44,0,41,949,49900,5,560,222400,0,0,60,0
17/08/2024 15:45,0,41,950,49900,5,560,222400,1,12,72,0
17/08/2024 15:47,0,41,950,49900,5,560,222400,0,0,72,0
17/08/2024 15:48,0,41,950,49900,5,550,222400,0,0,72,0
17/08/2024 15:50,0,41,950,49900,5,550,222400,0,0,72,0
17/08/2024 15:51,0,41,950,49900,5,550,222400,0,0,72,0
17/08/2024 15:53,0,40,950,49900,5,560,223400,0,0,72,0
18/08/2024 13:04,0,42,950,49900,5,560,222400,0,0,72,0
18/08/2024 13:05,0,41,950,49900,5,560,222300,0,0,72,0
18/08/2024 13:07,0,41,950,49900,5,550,222400,0,0,72,0
18/08/2024 13:08,0,41,950,49900,5,560,222400,0,0,72,0
18/08/2024 13:10,0,41,951,49900,5,560,222400,1,12,84,0
18/08/2024 13:11,0,0,951,50000,0,0,222400,0,0,84,0
18/08/2024 13:13,0,0,951,50000,0,0,222400,0,0,84,0
18/08/2024 13:14,0,0,951,49900,0,0,222400,0,0,84,0
18/08/2024 13:16,0,0,951,49900,0,0,222400,0,0,84,0
18/08/2024 13:17,0,0,951,49900,0,0,223500,0,0,84,0
18/08/2024 13:19,0,0,951,49900,0,0,223500,0,0,84,0
18/08/2024 13:20,0,0,951,49900,0,0,222400,0,0,84,0
18/08/2024 13:22,0,0,951,50000,0,0,223400,0,0,84,0
18/08/2024 13:23,0,0,951,49900,0,0,222400,0,0,84,0
18/08/2024 13:25,0,0,951,49900,0,0,223400,0,0,84,0
18/08/2024 13:26,0,0,951,49900,0,0,222400,0,0,84,0
18/08/2024 13:28,0,0,951,50000,0,0,223400,0,0,84,0
18/08/2024 18:58,0,42,951,49900,5,560,223600,0,0,84,0
19/08/2024 05:46,0,41,951,50000,5,570,222200,0,0,84,0
19/08/2024 05:47,0,41,951,49900,5,560,222200,0,0,84,0
19/08/2024 05:49,0,41,951,49900,5,560,222200,0,0,84,0
19/08/2024 05:50,0,41,951,49900,5,560,222200,0,0,84,0
19/08/2024 09:16,0,41,951,50000,5,570,222300,0,0,84,0
19/08/2024 09:17,0,41,951,49900,5,570,222300,0,0,84,0
19/08/2024 09:19,0,41,951,49900,5,550,222300,0,0,84,0
19/08/2024 09:20,0,41,952,49900,5,560,222500,1,12,96,0
19/08/2024 09:22,0,41,952,49900,5,560,222500,0,0,96,0
19/08/2024 09:23,0,41,952,49900,5,550,222500,0,0,96,0
19/08/2024 09:25,0,40,952,49900,5,560,223600,0,0,96,0
19/08/2024 09:26,0,41,952,49900,5,550,222500,0,0,96,0
19/08/2024 09:28,0,41,952,50000,5,550,222500,0,0,96,0
19/08/2024 09:29,0,41,952,49900,5,550,222500,0,0,96,0
19/08/2024 09:31,0,41,952,49900,5,550,222500,0,0,96,0
19/08/2024 09:32,0,41,953,49900,5,550,222500,1,12,108,0
19/08/2024 09:34,0,41,953,49900,5,550,222500,0,0,108,0
19/08/2024 09:35,0,40,953,49900,5,560,222500,0,0,108,0
19/08/2024 09:37,0,41,953,50000,5,550,222500,0,0,108,0
19/08/2024 09:38,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 09:40,0,0,953,49900,0,0,223600,0,0,108,0
19/08/2024 09:41,0,0,953,50000,0,0,223500,0,0,108,0
19/08/2024 09:43,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 09:44,0,0,953,50000,0,0,222500,0,0,108,0
19/08/2024 09:46,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 09:47,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 09:49,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 09:50,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:02,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:04,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:05,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:07,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:08,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:10,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:11,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:13,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:14,0,0,953,49900,0,0,222500,0,0,108,0
19/08/2024 17:16,0,0,953,50000,0,0,222500,0,0,108,0
19/08/2024 17:17,0,0,953,49900,0,0,222600,0,0,108,0
19/08/2024 17:19,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:20,0,0,953,50000,0,0,223600,0,0,108,0
19/08/2024 17:22,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:23,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:25,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:26,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:28,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:29,0,0,953,50000,0,0,223400,0,0,108,0
19/08/2024 17:31,0,0,953,49900,0,0,223500,0,0,108,0
19/08/2024 17:32,0,42,953,50000,5,560,222300,0,0,108,0
19/08/2024 17:34,0,41,953,50000,5,570,222300,0,0,108,0
19/08/2024 17:35,0,41,953,49900,5,560,222300,0,0,108,0
19/08/2024 17:37,0,41,953,50000,5,560,222400,0,0,108,0
19/08/2024 17:38,0,41,953,49900,5,560,223400,0,0,108,0
20/08/2024 08:16,0,41,954,49900,5,570,223600,1,12,120,0
20/08/2024 08:17,0,0,954,50000,0,0,222500,0,0,120,0
20/08/2024 08:19,0,0,954,50000,0,0,222600,0,0,120,0
20/08/2024 08:20,0,0,954,50000,0,0,222500,0,0,120,0
20/08/2024 08:22,0,0,954,49900,0,0,222500,0,0,120,0
20/08/2024 08:23,0,0,954,49900,0,0,222500,0,0,120,0
20/08/2024 08:25,0,0,954,49900,0,0,222500,0,0,120,0
20/08/2024 16:09,0,41,954,50000,5,570,223400,0,0,120,0
20/08/2024 16:10,0,41,954,50000,5,560,222400,0,0,120,0
20/08/2024 16:12,0,41,954,49900,5,560,222400,0,0,120,0
20/08/2024 16:13,0,41,954,50000,5,560,222200,0,0,120,0
20/08/2024 16:15,0,41,954,49900,5,560,223500,0,0,120,0
20/08/2024 16:16,0,41,954,49900,5,560,222300,0,0,120,0
20/08/2024 16:18,0,41,954,50000,5,550,222300,0,0,120,0
20/08/2024 16:19,0,41,955,49900,5,550,222300,1,12,132,0
20/08/2024 16:21,0,41,955,50000,5,550,222400,0,0,132,0
20/08/2024 16:22,0,41,955,50000,5,550,222500,0,0,132,0
20/08/2024 16:24,0,41,955,49900,5,550,222500,0,0,132,0
20/08/2024 16:25,0,41,955,49900,5,550,222500,0,0,132,0
20/08/2024 16:27,0,41,955,49900,5,550,222400,0,0,132,0
20/08/2024 16:28,0,41,955,49900,5,560,222400,0,0,132,0
20/08/2024 16:30,0,40,955,49900,5,560,223400,0,0,132,0
20/08/2024 16:31,0,40,955,50000,5,560,223400,0,0,132,0
20/08/2024 16:33,0,40,956,49900,5,560,223500,1,12,144,0
20/08/2024 16:34,0,40,956,49900,5,560,223500,0,0,144,0
20/08/2024 16:36,0,40,956,49900,5,560,223400,0,0,144,0
20/08/2024 16:37,0,40,956,49900,5,560,223400,0,0,144,0
20/08/2024 16:39,0,40,956,49900,5,560,223400,0,0,144,0
20/08/2024 16:40,0,40,956,49900,5,560,223400,0,0,144,0
20/08/2024 16:42,0,40,956,50000,5,560,223400,0,0,144,0
20/08/2024 16:43,0,40,957,50000,5,560,223400,1,12,156,0
20/08/2024 16:45,0,40,957,49900,5,560,223400,0,0,156,0
20/08/2024 16:46,0,40,957,50000,5,560,223300,0,0,156,0
20/08/2024 16:48,0,40,957,49900,5,560,223400,0,0,156,0
20/08/2024 16:49,0,41,957,49900,5,550,222400,0,0,156,0
20/08/2024 16:51,0,41,957,50000,5,550,222400,0,0,156,0
20/08/2024 16:52,0,41,957,50000,5,550,222400,0,0,156,0
20/08/2024 16:54,0,41,957,50000,5,550,222400,0,0,156,0
20/08/2024 16:55,0,41,957,49900,5,560,222100,0,0,156,0
20/08/2024 16:57,0,40,958,49900,5,560,222100,1,12,168,0
20/08/2024 16:58,0,40,958,49900,5,560,222100,0,0,168,0
20/08/2024 17:00,0,41,958,49900,5,550,222400,0,0,168,0
20/08/2024 17:01,0,40,958,49900,5,560,223400,0,0,168,0
20/08/2024 17:03,0,41,958,49900,5,550,222400,0,0,168,0
20/08/2024 17:04,0,40,958,49900,5,560,223400,0,0,168,0
20/08/2024 17:06,0,41,958,49900,5,550,222400,0,0,168,0
20/08/2024 17:07,0,41,959,49900,5,550,222300,1,12,180,0
20/08/2024 17:09,0,41,959,50000,5,550,222400,0,0,180,0
20/08/2024 17:10,0,41,959,49900,5,560,222300,0,0,180,0
20/08/2024 17:12,0,40,959,49900,5,560,223400,0,0,180,0
20/08/2024 17:13,0,40,959,49900,5,560,223400,0,0,180,0
20/08/2024 17:15,0,40,959,49900,5,560,223400,0,0,180,0
20/08/2024 17:16,0,40,959,49900,5,560,223400,0,0,180,0
20/08/2024 17:18,0,40,959,50000,5,560,223400,0,0,180,0
21/08/2024 06:37,0,41,959,49900,5,570,223600,0,0,180,0
21/08/2024 06:39,0,41,960,49900,5,560,222600,1,12,192,0
21/08/2024 06:40,0,41,960,49900,5,560,222400,0,0,192,0
21/08/2024 06:42,0,41,960,49900,5,560,222400,0,0,192,0
21/08/2024 06:43,0,40,960,49900,5,560,222400,0,0,192,0
21/08/2024 06:46,0,41,960,49900,5,560,222600,0,0,192,0
21/08/2024 06:48,0,41,960,50000,5,550,222600,0,0,192,0
21/08/2024 06:49,0,40,960,49900,5,570,223400,0,0,192,0
21/08/2024 06:51,0,40,960,50000,5,560,223600,0,0,192,0
21/08/2024 06:52,0,41,961,50000,5,550,222600,1,12,204,0
21/08/2024 06:54,0,41,961,50000,5,560,222600,0,0,204,0
21/08/2024 06:55,0,41,961,49900,5,550,222500,0,0,204,0
21/08/2024 06:57,0,41,961,49900,5,550,222600,0,0,204,0
21/08/2024 06:58,0,41,961,50000,5,550,222600,0,0,204,0
21/08/2024 07:00,0,40,961,49900,5,570,223600,0,0,204,0
21/08/2024 07:01,0,41,961,49900,5,560,222700,0,0,204,0
