timestamp,vL1_Alarm,vL1_Current,vL1_Energy,vL1_Frequency,vL1_Power,vL1_PowerFactor,vL1_Voltage,Wh_diff,(Wh/W)_min,raw_cum_min,cum_(Wh/W)_min
13/03/2024 15:44,0,0,2,49900,0,0,223300,0,0,0,0
13/03/2024 15:46,0,0,2,49900,0,0,223300,0,0,0,0
13/03/2024 15:48,0,0,2,49900,0,0,223300,0,0,0,0
13/03/2024 15:50,0,0,2,50000,0,0,223400,0,0,0,0
13/03/2024 15:51,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 15:53,0,0,2,50000,0,0,223400,0,0,0,0
13/03/2024 15:54,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 15:57,0,0,2,50000,0,0,223400,0,0,0,0
13/03/2024 15:59,0,0,2,50000,0,0,223400,0,0,0,0
13/03/2024 16:00,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:02,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:03,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:05,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:06,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:08,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:09,0,0,2,50000,0,0,223400,0,0,0,0
13/03/2024 16:11,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:12,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:14,0,0,2,49900,0,0,223300,0,0,0,0
13/03/2024 16:15,0,0,2,49900,0,0,223400,0,0,0,0
13/03/2024 16:17,0,0,2,50000,0,0,223400,0,0,0,0
15/03/2024 08:39,0,0,1,50000,0,0,223700,0,0,0,0
15/03/2024 08:40,0,0,1,50000,0,0,223700,0,0,0,0
15/03/2024 08:42,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 08:43,0,0,1,50000,0,0,223700,0,0,0,0
15/03/2024 08:45,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 08:46,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 08:49,0,0,1,49900,0,0,223600,0,0,0,0
15/03/2024 08:51,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 08:52,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 08:54,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 09:04,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 09:06,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 09:07,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 09:09,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 09:10,0,0,1,50000,0,0,223700,0,0,0,0
15/03/2024 09:12,0,0,1,49900,0,0,223700,0,0,0,0
15/03/2024 09:13,0,0,1,50000,0,0,223700,0,0,0,0
15/03/2024 09:18,0,0,1,49900,0,0,223600,0,0,0,0
15/03/2024 09:19,0,0,1,50000,0,0,223600,0,0,0,0
15/03/2024 09:21,0,4121,20,49900,918,1000,222800,19,1.241830065,1.241830065,1.241830065
15/03/2024 09:22,0,4129,43,50000,919,1000,222800,23,1.501632209,2.743462274,2.743462274
15/03/2024 09:24,0,4131,66,49900,920,1000,222800,23,1.5,4.243462274,4.243462274
15/03/2024 09:25,0,4126,89,49900,919,1000,222800,23,1.501632209,5.745094483,5.745094483
15/03/2024 09:27,0,4125,112,49900,918,1000,222800,23,1.503267974,7.248362457,7.248362457
15/03/2024 09:28,0,4133,135,49900,920,1000,222800,23,1.5,8.748362457,8.748362457
15/03/2024 09:30,0,4135,158,50000,921,1000,222800,23,1.498371336,10.24673379,10.24673379
15/03/2024 09:31,0,83,180,49900,3,170,223500,22,440,450.2467338,10.24673379
15/03/2024 09:33,0,0,180,49900,0,0,223600,0,0,450.2467338,10.24673379
15/03/2024 09:34,0,4135,202,49900,921,1000,222800,22,1.433224756,451.6799585,11.67995855
15/03/2024 09:36,0,0,215,49900,0,0,223600,13,0,451.6799585,11.67995855
15/03/2024 09:37,0,4135,222,49900,921,1000,222800,7,0.456026059,452.1359846,12.13598461
15/03/2024 09:39,0,4134,245,49900,921,1000,222800,23,1.498371336,453.6343559,13.63435594
